"url","market_path","clicks","impressions","ctr","average_position","query_count","top_queries","indexation_note","source","collected_at"
"https://www.myglobalhealth.online/portugal/pt","canonical Portugal/pt","14","652","0.02147239263803681","38.19631901840491","113","global health | global health online | globalhealth | agendações online portugal | clinic | clinic near me | clinica | clinica geral | clinica global | clinica global medical health | clinica health care | clinica online | clinica salud global | clinics open near me | clínica | clínica saúde global | clínicas | clínicas médicas | consulta cardio online | consulta com","Inspected: submitted/indexed; declared and Google-selected canonical match; crawl 2026-08-29.","GSC URL Inspection + GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es/services/consulta-medica","cross-locale or legacy exposure","0","296","0","69.58445945945945","27","cita medic | cita medica | cita medico | clinica online | consulta medica | consulta medica online | consulta medico | consulta médica | consulta médica online | consulta online | consulta online clinico geral | consulta online clinico geral particular | consulta online clínico geral | consulta online com clinico geral | consulta online médico | consulta online portugal | consultas médicas | consultas médicas online | consultas online | consultório médico online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/certificado-medico-carta-de-conducao","canonical Portugal/pt","1","197","0.005076142131979695","35.71065989847716","51","atestado medico para carta de condução | atestado carta condução | atestado carta de condução | atestado imt | atestado medico | atestado medico carta condução | atestado medico imt | atestado medico para carta de condução online | atestado médico carta de condução | atestado médico eletrónico | atestado médico eletrónico imt | atestado médico imt | atestado médico online | atestado médico para carta de condução | atestado para carta de condução | atestados carta de condução | atestados medicos carta condução | averbamento grupo 2 | carta condução preço | carta de condução","Inspected: submitted/indexed; declared and Google-selected canonical match; crawl 2026-08-29.","GSC URL Inspection + GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es/health/atestado-medico-online","cross-locale or legacy exposure","1","141","0.0070921985815602835","29.01418439716312","22","atestado médico online | atestado medico | atestado medico on line | atestado medico online | atestado médico | atestado online | atestados medicos | atestados medicos online | atestados médico | atestados médicos online | cita medico | como conseguir atestado médico online | como obter atestado medico para carta de condução | como pedir atestado medico online | conseguir atestado medico online | consulta atestado medico | consulta online atestado medico | medico online atestado | medico online portugal | pedir atestado medico","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart","canonical Portugal/pt","1","95","0.010526315789473684","19.621052631578948","53","tabela registo tensão arterial | 10 mmhg | calculadora tensão arterial | como ler pressão arterial | medir a tensão valores | niveis de tensão arterial | porque sobe a tensão arterial | pressao arterial tabela | pressão arterial baixa tabela | pressão arterial tabela | pressão arterial tabela idade portugal | pressão arterial valores | quais os valores normais da tensão arterial | qual a tensão arterial ideal | qual a tensão arterial normal | qual o valor normal da tensão arterial | registo tensão arterial | tabela da pressão arterial | tabela de medição de tensão arterial | tabela de pressão arterial","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-doctors/dr-telmo-coelho","legacy Portugal doctor URL","15","93","0.16129032258064516","3.075268817204301","8","telmo coelho psiquiatra | dr telmo coelho psiquiatra | dr telmo coelho | dr telmo psiquiatra | doutor telmo | dr telmo | telmo coelho | um militar","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante","canonical Portugal/pt","0","87","0","61.310344827586206","15","13 de agosto de 2026 | centro de vacinação internacional rua da alegria porto | consulta do viajante | consulta do viajante cabo verde | consulta do viajante medis | consulta do viajante online | consulta do viajante preço | consulta viajante | consulta viajante medis | consulta viajante online | consulta viajante porto | medis consulta do viajante | medis consulta viajante | preço consulta do viajante | vacinas para viajantes","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/tools/ovulation-calculator","canonical Portugal/pt","0","78","0","72","53","calculadora da fertilidade | calculadora da ovulação | calculadora de ovulação | calculadora de periodo fertil | calculadora do periodo fertil | calculadora fertil | calculadora fertilidade | calculadora menstrual irregular | calculadora menstrual online | calculadora periodo fertil e ovulação | calculadora periodo fertil irregular | calcular ciclo menstrual | calcular ovulação periodo fertil | calcular periodo | calcular periodo fertil | calcular periodo menstrual | calcular período fértil irregular | calculo ciclo menstrual | calculo do periodo fertil | calendario da ovulação","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/post/como-ler-um-eletrocardiograma-ecg-um-guia-pr%C3%A1tico-para-pacientes-da-global-health","cross-locale or legacy exposure","0","77","0","62.701298701298704","24","como ler eletrocardiograma | como ler um ecg | como ler um eletrocardiograma | como se faz um eletrocardiograma | ecg | ecg como fazer | ecg como ler | ecg eletrocardiograma | ecg exame | ecg o que é | ecg o'que é | eletrocardiograma | eletrocardiograma como fazer | eletrocardiograma como ler | eletrocardiograma resultado | exame ecg | ler ecg | o eletrocardiograma | o que e ecg | o que e exame ecg","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/home-pt","cross-locale or legacy exposure","7","71","0.09859154929577464","6.070422535211268","14","global health | globalhealth | my global health | cuidados médicos personalizados | glibal health | global health care | global health company | global health medical center | global healthcare | global helath | global helth | global medical health | medical global | www.globalhealth","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/health/infecoes-respiratorias","cross-locale or legacy exposure","0","67","0","74.56716417910448","2","infecção respiratória | infeção respiratória","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/tools/bmi-calculator","canonical Portugal/pt","0","66","0","57.18181818181818","54","calculadora de imc homem | calculadora de imc online | calculadora imc | calculadora imc adulto | calculadora massa corporal | calculadora online imc | calculadora índice de massa corporal | calcular imc | calcular imc homem | calcular imc mulher | calcular imc online | calcular indice de massa corporal | calcular o imc | calculo imc | calculo indice massa corporal | calculo online imc | conta do imc | cálculo bmi | imc | imc calculadora","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/blog/travel-health-consultation-portugal","cross-locale or legacy exposure","0","56","0","57.17857142857143","15","como marcar consulta do viajante | concelho de abrantes | consulta de viajante online | consulta do viajante | consulta do viajante online | consulta do viajante preço | consulta viajante | consulta viajante online | hospital fernando pessoa | international vaccination center | marcar consulta viajante | pode ser online | preço consulta do viajante | seeing a doctor in portugal as a tourist | yes pleaese","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/health/atestado-medico-online","canonical Portugal/pt","0","55","0","24.745454545454546","21","atestado medico | atestado medico barato | atestado medico consulta online | atestado medico online | atestado médico | atestado médico on line | atestado médico online | atestado on line | atestado online | atestado para carta de condução online | atestado.medico online | atestados medico | atestados médicos online | como conseguir atestado medico online | conseguir atestado medico online | consulta de atestado medico | medico online atestado | medico online portugal | pedir atestado médico | preciso de um atestado médico urgente","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-doctors/dr-vitor-pais","legacy Portugal doctor URL","0","49","0","7.448979591836735","7","dr pais | dr país | dr. pais | hugo pais | pais dr | victor pais | vitor pais","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/gp-consultation-online","cross-locale or legacy exposure","0","39","0","13.102564102564102","25","best ones | book a consultation | book appointment with gp | book consultation | booking a gp appointment | consultation online | doctor appointment | doctors appointment | gp appointment | gp book appointment | gp book appointment online | gp booking | gp consultation | gp consultation fee | gp doctor | gp online | gp online appointment | gp visit | medical online consultation | online consultations","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/tools/calorie-calculator","canonical Portugal/pt","0","31","0","40.61290322580645","28","calculadora de calorias | calculadora de calorias de alimentos | calculadora de calorias diárias | calculadora de calorias gratuito | calculadora gasto calorico | calcular calorias diarias | calcular calorias para emagrecer | calorias | calorias contador | calorias contar | calorias diárias | calorias por dia | caloriaspordia | como calcular calorias | contador calorias | contador de calorias online gratis | contagem de calorias | contar calorias | medidor de calorias | quantas calorias","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator","canonical Portugal/pt","0","29","0","57.6551724137931","27","calculadora data parto | calculadora nascimento | calculadora parto | calcular data de parto | calcular data do parto | calcular data prevista parto | calcular data provavel do parto | calcular data provavel parto | calcular nascimento | calcular nascimento do bebe | calcular tempo gravidez | calculo nascimento bebe | calendario gestacional | calendário de gravidez | calendário gravidez | data concepção | data da ultima menstruação | data prevista do parto | data prevista parto | data prevista parto data concepção","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/home-pt","cross-locale or legacy exposure","0","27","0","21.88888888888889","14","clinica saude global | clínica global | gl health | global clinic | global health | global health medical center | global saude | globalcare cuidados médicos lda | globalmed | medicina global | myhealth | médico global | saude global | saúde global","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/family-and-general-medicine","canonical Portugal/pt","0","27","0","57","10","consulta online médico | medicina familiar | medicina geral | medico de familia | medico generalista | medico online portugal | médico online | pesquisa médicos | pesquisar medico | principais consultas","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-doctors/dr-tiago-miguel-figueira","legacy Portugal doctor URL","0","26","0","4.384615384615385","3","dr figueira | dr tiago miguel | tiago figueira","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-doctors/dr-pedro-santos","legacy Portugal doctor URL","0","24","0","9.875","4","dr pedro oncologista | dr pedro santos | melhor oncologista de portugal | médico","Inspected: stored Google state remains pre-fix noindex from crawl 2026-08-06; await recrawl.","GSC URL Inspection + GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-cardiologia","canonical Portugal/pt","0","23","0","18.782608695652176","6","cardiologia | cardiologista online | consulta cardio online | consulta cardiologia online | consulta cardiologista | revisão cardiológica","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/services/baixa-medica","cross-locale or legacy exposure","0","19","0","7.421052631578948","14","amanhã é o último dia | doctor certificate for sick leave | free sick leave certificate | medical certificate | medical certificate for illness | my medical certificate online | online medical certificate portugal | online sick certificate | online sick leave certificate | sick certificate | sick leave | sim quero | sim, por favor | sou médica","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/ro/health/atestado-medico-online","cross-locale or legacy exposure","1","18","0.05555555555555555","26.72222222222222","9","atestados médicos online | atestado medico | atestado medico on line | atestado médico online | atestado online | atestados medicos | atestados medicos online | atestados online | consulta atestado medico online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/blog/autodeclaracao-de-doenca-ou-baixa-medica","cross-locale or legacy exposure","0","18","0","9.444444444444445","17","auto declaração de doença | autodeclaração de doença | baixa medica | credível | dia 5 de agosto | diarreia | e se ele recusar? | médico privado | portogallo | self cert sick note | sick certificate | sick leave | sick leave portugal | sickness self certification | sim | tenho adse | travel cancellation","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
